Protein family,Layer,Head,Correlation,P-value
PF00672,0,0,-0.20823967118192102,0.0
PF00672,0,1,-0.0988456987708619,5.760638505935017e-98
PF00672,0,2,-0.05337478312048658,1.007144906598851e-29
PF00672,0,3,-0.12123426433512763,9.795667786068632e-147
PF00672,0,4,0.10209199830294532,2.0687775677173138e-104
PF00672,0,5,0.03599000633523607,2.308857841516025e-14
PF00672,0,6,-0.0685236605094332,6.40283845718727e-48
PF00672,0,7,-0.13754759902820243,1.079642560858034e-188
PF00672,0,8,-0.13653701984380845,6.184588416657024e-186
PF00672,0,9,-0.013644481193035457,0.003819651318270696
PF00672,0,10,-0.23696807030185274,0.0
PF00672,0,11,-0.1357435325980832,8.751905530982747e-184
PF00672,1,0,-0.1297754449799374,5.055184342355596e-168
PF00672,1,1,-0.07383846598890592,2.2522010552346423e-55
PF00672,1,2,0.05320128780915963,1.5326653244111527e-29
PF00672,1,3,-0.024910878241401473,1.2793556664650526e-07
PF00672,1,4,-0.11793164469903539,6.656553780923867e-139
PF00672,1,5,-0.09238150779736228,9.216286909239526e-86
PF00672,1,6,-0.11296492536761096,1.5302736267869561e-127
PF00672,1,7,-0.04561462249775496,3.848402754278982e-22
PF00672,1,8,-0.11112879925356443,1.8130569312301584e-123
PF00672,1,9,-0.10417115143531919,1.193466533688819e-108
PF00672,1,10,-0.1101106960150803,3.0746517230288553e-121
PF00672,1,11,-0.1690131020469442,3.2912327869170295e-285
PF00672,2,0,0.08721438206218503,1.3165199858866985e-76
PF00672,2,1,-0.1786670428811,0.0
PF00672,2,2,0.048118617546103526,1.8490801490056282e-24
PF00672,2,3,-0.03939493008863742,6.557925464737825e-17
PF00672,2,4,-0.04850300465238043,7.948108823319963e-25
PF00672,2,5,0.10006240564972749,2.343013710227386e-100
PF00672,2,6,-0.031316333040758156,3.126069837581858e-11
PF00672,2,7,0.01262493135249326,0.007439164444106194
PF00672,2,8,-0.08285000507569698,2.7401582861462784e-69
PF00672,2,9,-0.035593071309326034,4.4228925676327135e-14
