"FileName","NJRFScore","MLRFScore","NJCI","MLCI"
"PF00066_sc_0_0",0,0,0.125803966216325,0.11488391425482
"PF00066_sc_0_1",0,0,0.0945056707354555,0.0894292589709319
"PF00066_sc_0_10",0.0099009900990099,0,0.144661950525854,0.126941331261286
"PF00066_sc_0_11",0,0,0.0912961476562594,0.085203709851137
"PF00066_sc_0_2",0,0,0.089029156538729,0.0841119568098954
"PF00066_sc_0_3",0,0,0.111026288111039,0.10523171155954
"PF00066_sc_0_4",0.247524752475248,0.227722772277228,0.573074512196893,0.468962429927616
"PF00066_sc_0_5",0,0,0.0899545643041773,0.085538427563633
"PF00066_sc_0_6",0.0198019801980198,0.0198019801980198,0.165183732419381,0.152207427228927
"PF00066_sc_0_7",0,0,0.0919583957522057,0.0881591974976429
"PF00066_sc_0_8",0,0,0.0926451932056526,0.087600820533501
"PF00066_sc_0_9",0,0,0.0940006442012693,0.0878544542761443
"PF00066_sc_1_0",0,0,0.087927025721903,0.0802522101819375
"PF00066_sc_1_1",0,0,0.111903779169881,0.101842035469714
"PF00066_sc_1_10",0,0,0.116384457935152,0.106158633690322
"PF00066_sc_1_11",0,0,0.0618446600651601,0.0631878032796618
"PF00066_sc_1_2",0,0,0.0921289031125268,0.0877433727428514
"PF00066_sc_1_3",0.0198019801980198,0.0198019801980198,0.163462263727457,0.147070384786813
"PF00066_sc_1_4",0,0,0.0880171183120644,0.0804938188761524
"PF00066_sc_1_5",0,0,0.0912767343088578,0.0860989015635769
"PF00066_sc_1_6",0,0,0.0956303305027185,0.0886086642798334
"PF00066_sc_1_7",0,0,0.0935549227540459,0.0876914035329911
"PF00066_sc_1_8",0,0,0.0862659338791675,0.0800004672766999
"PF00066_sc_1_9",0,0,0.0904270673813825,0.0805163868381462
"PF00066_sc_10_0",0,0,0.0875310505296708,0.085225202515181
"PF00066_sc_10_1",0,0,0.0874258971869622,0.0806067107585662
"PF00066_sc_10_10",0,0,0.0860203857320251,0.0834240864937996
"PF00066_sc_10_11",0,0,0.0561261867982789,0.0533475336691425
"PF00066_sc_10_2",0,0,0.0874293475688036,0.0824488642308576
"PF00066_sc_10_3",0,0,0.0821261856027858,0.0762992355401389
"PF00066_sc_10_4",0,0,0.0852068899910314,0.0792395144287561
"PF00066_sc_10_5",0,0,0.0841647576607145,0.0786933763807081
"PF00066_sc_10_6",0,0,0.0856864871106803,0.0812665745830079
"PF00066_sc_10_7",0,0,0.0914428025775664,0.0826935733020668
"PF00066_sc_10_8",0,0,0.0706168390963941,0.0665700354428247
"PF00066_sc_10_9",0,0,0.0877475002606195,0.0834912931390861
"PF00066_sc_11_0",0,0,0.0871360721028497,0.0817089969512472
"PF00066_sc_11_1",0,0,0.0873849496932923,0.0841714657137548
"PF00066_sc_11_10",0,0,0.0907625686328588,0.0842157713177503
"PF00066_sc_11_11",0,0,0.0666805769077934,0.0653360251710507
"PF00066_sc_11_2",0,0,0.0903236207365057,0.0830355117199341
"PF00066_sc_11_3",0,0,0.0723233194450928,0.0693254822181326
"PF00066_sc_11_4",0,0,0.071647092445939,0.0675598234727072
"PF00066_sc_11_5",0,0,0.0851781732180825,0.0804435089132335
"PF00066_sc_11_6",0,0,0.083070799934998,0.0797026510604702
"PF00066_sc_11_7",0,0,0.0862422306287358,0.0805771021533694
"PF00066_sc_11_8",0,0,0.0587322856934056,0.0561735077715558
"PF00066_sc_11_9",0.148514851485149,0.108910891089109,0.335998382561698,0.270730744562398
"PF00066_sc_2_0",0,0,0.0900173688236588,0.0812196402962011
"PF00066_sc_2_1",0,0,0.082056149359015,0.0819227615264941
"PF00066_sc_2_10",0,0,0.0905987931854805,0.0870027939831426
"PF00066_sc_2_11",0,0,0.0890310852179895,0.0799119690851582
"PF00066_sc_2_2",0,0,0.0892639715904581,0.080569047100759
"PF00066_sc_2_3",0,0,0.0875653171032335,0.0822466129617438
"PF00066_sc_2_4",0,0,0.0957316385533527,0.0882184871259682
"PF00066_sc_2_5",0,0,0.120947920563034,0.106261931120379
"PF00066_sc_2_6",0,0,0.0890581958524573,0.0800467666777924
"PF00066_sc_2_7",0,0,0.0919861334619734,0.08424391542465
"PF00066_sc_2_8",0,0,0.0834864929525668,0.0791629932866136
"PF00066_sc_2_9",0.0495049504950495,0.0693069306930693,0.220740913207086,0.200961429966209
"PF00066_sc_3_0",0,0,0.086485223971037,0.080703863516072
"PF00066_sc_3_1",0,0,0.0891623186472727,0.0824885625619007
"PF00066_sc_3_10",0,0,0.0663462880749771,0.0634234954255738
"PF00066_sc_3_11",0,0,0.0890675911528227,0.0845794408700969
"PF00066_sc_3_2",0,0,0.0893885660510621,0.0825403209096012
"PF00066_sc_3_3",0,0,0.0900807358549503,0.0830036943586685
"PF00066_sc_3_4",0,0,0.0914920539551142,0.0904608943217006
"PF00066_sc_3_5",0,0,0.089789448870166,0.0837625488104133
"PF00066_sc_3_6",0,0,0.0414269800143185,0.0431806685517922
"PF00066_sc_3_7",0,0,0.0861602364113298,0.0812047020533849
"PF00066_sc_3_8",0,0,0.271939301439507,0.293998208290589
"PF00066_sc_3_9",0,0,0.0852264624290463,0.080679283344666
"PF00066_sc_4_0",0,0,0.0885745430078854,0.084954826117665
"PF00066_sc_4_1",0,0,0.109284496230691,0.0977873761866904
"PF00066_sc_4_10",0,0,0.0688129902379429,0.0651962241583472
"PF00066_sc_4_11",0,0,0.0886860636225817,0.0816787287447472
"PF00066_sc_4_2",0,0,0.0920152054495092,0.0910593716080063
"PF00066_sc_4_3",0,0,0.0808737183145287,0.0738160523803414
"PF00066_sc_4_4",0,0,0.080865865095794,0.0748004733922966
"PF00066_sc_4_5",0,0,0.0893068733166494,0.0841940052623264
"PF00066_sc_4_6",0,0,0.0822593664703208,0.0771320539500456
"PF00066_sc_4_7",0,0,0.0895108652034361,0.0814743731009948
"PF00066_sc_4_8",0,0,0.0902443877100125,0.0844270182270553
"PF00066_sc_4_9",0,0,0.0846435061200468,0.0799371966311232
"PF00066_sc_5_0",0,0,0.0965293793791552,0.0927718597952141
"PF00066_sc_5_1",0,0,0.107619171418283,0.0975414878256053
"PF00066_sc_5_10",0,0,0.0861855761231444,0.0808447159408211
"PF00066_sc_5_11",0,0,0.106770825711865,0.1015505396685
"PF00066_sc_5_2",0,0,0.0881531494972019,0.0826117397298348
"PF00066_sc_5_3",0,0,0.0900228228929313,0.0845331154905439
"PF00066_sc_5_4",0,0,0.085586148886415,0.081255729015131
"PF00066_sc_5_5",0,0,0.0958067697833321,0.0883148084586508
"PF00066_sc_5_6",0,0,0.0861625619764466,0.0818077327700719
"PF00066_sc_5_7",0,0,0.0858518829745935,0.0795283119008157
"PF00066_sc_5_8",0,0,0.132285407803855,0.123128600825558
"PF00066_sc_5_9",0,0,0.0849834989121523,0.0825017547485366
"PF00066_sc_6_0",0,0,0.0907026970327808,0.08409809490387
"PF00066_sc_6_1",0,0,0.0949803845675902,0.0877400665884879
"PF00066_sc_6_10",0,0,0.0893994602969317,0.0856494246882294
"PF00066_sc_6_11",0.0495049504950495,0.0297029702970297,0.177773453773919,0.158802924420745
"PF00066_sc_6_2",0,0,0.0851260362089041,0.0803214190463941
"PF00066_sc_6_3",0,0,0.115500806225289,0.1030823252147
"PF00066_sc_6_4",0,0,0.0897992761117149,0.0877336742098024
"PF00066_sc_6_5",0,0,0.091915494501295,0.0865684338359609
"PF00066_sc_6_6",0,0,0.0866406506605213,0.0816244599404977
"PF00066_sc_6_7",0,0,0.0930968244613889,0.0852923682656041
"PF00066_sc_6_8",0,0,0.068488484756789,0.0664097930180374
"PF00066_sc_6_9",0,0,0.0914045897605506,0.0837708623464105
"PF00066_sc_7_0",0,0,0.090182395405857,0.0824423579430972
"PF00066_sc_7_1",0,0,0.089674604459069,0.0855631056811127
"PF00066_sc_7_10",0,0,0.0801979571050856,0.075168211658376
"PF00066_sc_7_11",0.0396039603960396,0.0297029702970297,0.213774889693536,0.208632212960343
"PF00066_sc_7_2",0,0,0.0879992073204527,0.0827176054304662
"PF00066_sc_7_3",0,0,0.0716355417450007,0.0663736905755403
"PF00066_sc_7_4",0,0,0.0873737508475485,0.0807846701494605
"PF00066_sc_7_5",0,0,0.0906425688120381,0.0851694843893745
"PF00066_sc_7_6",0.0099009900990099,0.0099009900990099,0.13601297064136,0.130187726964284
"PF00066_sc_7_7",0,0,0.0921249543920427,0.0906547209898776
"PF00066_sc_7_8",0,0,0.0882408515933416,0.0833881620965064
"PF00066_sc_7_9",0,0,0.0885132359684711,0.0832384039033367
"PF00066_sc_8_0",0,0,0.0847789200106473,0.0802056942436399
"PF00066_sc_8_1",0,0,0.085814984765973,0.0811849867645807
"PF00066_sc_8_10",0,0,0.0829924517440876,0.0810132436006244
"PF00066_sc_8_11",0,0,0.0881254040049941,0.0852286659845003
"PF00066_sc_8_2",0.0297029702970297,0.0198019801980198,0.333749555535718,0.295526886319258
"PF00066_sc_8_3",0,0,0.0877019216425233,0.0809641522850222
"PF00066_sc_8_4",0,0,0.101829423514737,0.0975110397475758
"PF00066_sc_8_5",0,0,0.094018082334179,0.0866236946635126
"PF00066_sc_8_6",0,0,0.114421992931673,0.113549527978093
"PF00066_sc_8_7",0,0,0.0583059382136968,0.0554985804495683
"PF00066_sc_8_8",0,0,0.141228396006664,0.125942728237256
"PF00066_sc_8_9",0,0,0.088484692209559,0.0828510756316029
"PF00066_sc_9_0",0,0,0.0834342802978434,0.080462377758763
"PF00066_sc_9_1",0,0,0.0982817250538815,0.0907662458880723
"PF00066_sc_9_10",0,0,0.0867149938018727,0.0799510001877279
"PF00066_sc_9_11",0,0,0.0817981202713515,0.077224739645984
"PF00066_sc_9_2",0,0,0.0789877358074054,0.0752943900189533
"PF00066_sc_9_3",0,0,0.0868748169675151,0.084163496942503
"PF00066_sc_9_4",0,0,0.0873308381364306,0.0841312059319734
