Protein family,Layer,Correlation,P value
PF12872,0,0.21211012002418653,3.508476197318303e-171
PF12872,1,0.17051097009966387,1.9546319617635922e-110
PF12872,2,0.16950930493442384,3.806648425083167e-109
PF12872,3,0.14982804283093007,2.0017044867112387e-85
PF12872,4,0.11519183771821763,5.12318990446556e-51
PF12872,5,0.09643450339922476,3.294993774970182e-36
PF12872,6,0.09433892267424136,1.0178543278022706e-34
PF12872,7,0.08573869897235302,5.996865727454654e-29
PF12872,8,0.07875622537125693,1.1415746341732266e-24
PF12872,9,0.07323004255389796,1.5428082109291046e-21
PF12872,10,0.06364306111052373,1.2175419717064307e-16
PF12872,11,0.05035238835168362,5.773748878451242e-11
