Protein family,Layer,Correlation,P value
PF13466,0,0.1343068779959427,3.2774289466325524e-13
PF13466,1,0.16323290573483606,7.291453327840231e-19
PF13466,2,0.10891945023868661,3.7089112547048546e-09
PF13466,3,0.05619962952647371,0.002398362039348068
PF13466,4,0.01726304412422858,0.3514015775774185
PF13466,5,0.016348008940274997,0.37752110135754846
PF13466,6,0.031134524715920393,0.09277243768542548
PF13466,7,0.00951987143012094,0.6073468759456739
PF13466,8,-0.016960710705706507,0.3599021570851221
PF13466,9,-0.026674218005486007,0.1498542704623193
PF13466,10,-0.022312045586123208,0.22840263611627462
PF13466,11,0.009112361854070525,0.6228135271873113
