Protein family,Layer,Correlation,P value
PF12172,0,0.018664449351598004,0.08261793977390439
PF12172,1,-0.016892614201572377,0.11620631238824385
PF12172,2,-0.029753650833315097,0.0056522331818406515
PF12172,3,-0.05427062636204123,4.414388791838741e-07
PF12172,4,-0.08466907561917361,3.0891477111368473e-15
PF12172,5,-0.0958872433665785,4.0052133968516754e-19
PF12172,6,-0.11079299505927209,4.940954463260042e-25
PF12172,7,-0.11420840460026294,1.6573590953880335e-26
PF12172,8,-0.12013713413921248,3.57001288683789e-29
PF12172,9,-0.12114678832970814,1.2159304766581932e-29
PF12172,10,-0.10599909848541395,4.867408420638851e-23
PF12172,11,-0.09697478814703335,1.586030097136794e-19
