Protein family,Layer,Correlation,P value
PF00484,0,0.2879831051341645,0.0
PF00484,1,0.2494529949146755,0.0
PF00484,2,0.2624386242904422,0.0
PF00484,3,0.21784246044374966,0.0
PF00484,4,0.11080313113858666,1.294090571035597e-172
PF00484,5,0.04915105995359415,2.8405868208929937e-35
PF00484,6,0.0185067616016518,3.101040096222123e-06
PF00484,7,-0.004413818230248852,0.26602391949842147
PF00484,8,-0.014151070887015737,0.0003622250935718804
PF00484,9,-0.00860302528447059,0.03016174435736338
PF00484,10,-0.007930095374140238,0.04567589896260028
PF00484,11,-0.014038071280572103,0.00040363046619566246
