Protein family,Layer,Correlation,P value
PF10114,0,0.38181534750339247,0.0
PF10114,1,0.4218364301639213,0.0
PF10114,2,0.4145228084223607,0.0
PF10114,3,0.41652864300275816,0.0
PF10114,4,0.3961029228536504,0.0
PF10114,5,0.30168122655926893,0.0
PF10114,6,0.15883014646776525,2.812770744519011e-213
PF10114,7,0.11179224441364778,5.316382226703416e-106
PF10114,8,0.089722844060473,8.346987135316376e-69
PF10114,9,0.09051874994002804,5.291368254470536e-70
PF10114,10,0.09986336941732156,7.204835275411605e-85
PF10114,11,0.1585221810133742,1.895673285270172e-212
