Protein family,Layer,Correlation,P value
PF01951,0,0.09268183413679834,3.939251508672785e-71
PF01951,1,0.005975087791305547,0.25130384973368913
PF01951,2,0.019466901956087825,0.00018558393739627436
PF01951,3,0.1137405758912691,2.1520232503265828e-106
PF01951,4,0.11999653051792938,2.7729685787662356e-118
PF01951,5,0.13876455588734124,6.940439549103179e-158
PF01951,6,0.13697788696190316,7.360481705764865e-154
PF01951,7,0.12230211128089842,7.879146781786035e-123
PF01951,8,0.0955439889281374,1.7040157119982205e-75
PF01951,9,0.12152638806498806,2.729417826618951e-121
PF01951,10,0.14724126043640057,1.009804891764763e-177
PF01951,11,0.14917192166536253,2.065190807312932e-182
