Protein family,Layer,Correlation,P value
PF12872,0,0.19096274790574175,1.5707612390375612e-138
PF12872,1,0.13991989865969628,1.233901332360786e-74
PF12872,2,0.10777881625997536,7.57882678353547e-45
PF12872,3,0.12596518052789324,9.927805815749682e-61
PF12872,4,0.14029239014168246,5.005748068607299e-75
PF12872,5,0.1536583182564793,8.405344944622936e-90
PF12872,6,0.12931291788582314,6.27703755642669e-64
PF12872,7,0.11729713708329444,7.605727878152422e-53
PF12872,8,0.08848507223788009,9.891975669359735e-31
PF12872,9,0.06117723179103318,1.721674559490298e-15
PF12872,10,0.044801307369914896,5.6546077941708184e-09
PF12872,11,0.05688312755130906,1.3592678191369008e-13
