Protein family,Layer,Correlation,P value
PF07677,0,0.354485388060608,0.0
PF07677,1,0.277107818397248,0.0
PF07677,2,0.25284637689169803,0.0
PF07677,3,0.21205546880981666,0.0
PF07677,4,0.16122799527351034,1.4675555683758443e-217
PF07677,5,0.13625975367264495,2.106090224442205e-155
PF07677,6,0.13039034008124695,2.3128175508286432e-142
PF07677,7,0.12723920971851493,1.3213471307391026e-135
PF07677,8,0.11615577010760021,3.45241487915655e-113
PF07677,9,0.14163964309480537,7.050216829136671e-168
PF07677,10,0.14268770605716227,2.2884519691474277e-170
PF07677,11,0.15841075184619086,5.3227634358647276e-210
