Protein family,Layer,Head,Correlation,P-value
PF04972,0,0,-0.13274312296477014,1.3425755644785282e-75
PF04972,0,1,-0.311914386180271,0.0
PF04972,0,2,-0.2693595770449673,0.0
PF04972,0,3,-0.36785603050629306,0.0
PF04972,0,4,-0.13873427158361615,1.808369560112098e-82
PF04972,0,5,-0.16830981463926928,5.12054814298808e-121
PF04972,0,6,-0.35500832463749515,0.0
PF04972,0,7,-0.36527126274552824,0.0
PF04972,0,8,-0.36022897176465746,0.0
PF04972,0,9,-0.16894628258023958,6.224934558567913e-122
PF04972,0,10,0.08031008317563586,1.2544976730696578e-28
PF04972,0,11,-0.3275586285514238,0.0
PF04972,1,0,-0.06432518414376594,6.36365953010061e-19
PF04972,1,1,-0.22678940043257106,1.171364419183871e-220
PF04972,1,2,-0.01986954206037654,0.006105007698548505
PF04972,1,3,-0.30105251619211953,0.0
PF04972,1,4,-0.18893175305482707,1.5479251253771072e-152
PF04972,1,5,-0.2112980222502261,3.780503546597924e-191
PF04972,1,6,-0.1714434691919344,1.4729357134057732e-125
PF04972,1,7,-0.1852892728411152,1.0938651003518785e-146
PF04972,1,8,-0.1715518950081293,1.0220558527367491e-125
PF04972,1,9,-0.10914668881066766,1.4694610187801704e-51
PF04972,1,10,-0.05841861277229096,7.138308778632755e-16
PF04972,1,11,-0.2526279336414375,4.654397597010184e-275
PF04972,2,0,-0.31459046070105884,0.0
PF04972,2,1,-0.3416295431620567,0.0
PF04972,2,2,-0.1645349046211805,1.1547731405520154e-115
PF04972,2,3,-0.12299907612865962,4.329583506567965e-65
PF04972,2,4,-0.13655667983698036,6.176727093517496e-80
PF04972,2,5,-0.15394414895751182,2.5197421424473542e-101
PF04972,2,6,-0.34132262860278234,0.0
PF04972,2,7,-0.25471824344112387,9.496638592564723e-280
PF04972,2,8,-0.33449310933381726,0.0
PF04972,2,9,-0.22076749622435754,6.488768912741443e-209
PF04972,2,10,-0.3352506612336222,0.0
PF04972,2,11,-0.0783569161292432,2.5034131657743434e-27
PF04972,3,0,-0.1907420991920225,1.7268950248029854e-155
PF04972,3,1,-0.015645197375085945,0.030848022096079623
PF04972,3,2,-0.19481151964903795,3.0909139975285515e-162
PF04972,3,3,-0.09976250424994759,2.521781637172898e-43
PF04972,3,4,-0.39087522847473666,0.0
PF04972,3,5,-0.2766961572634301,0.0
PF04972,3,6,-0.24568078052905404,8.74895811338907e-260
PF04972,3,7,-0.18126317190770735,2.3057841171238843e-140
PF04972,3,8,0.06679557160983844,2.770483283887741e-20
PF04972,3,9,-0.07680836236096819,2.550460942631608e-26
PF04972,3,10,-0.2889420893867379,0.0
PF04972,3,11,-0.1473674146650547,6.376300679674684e-93
PF04972,4,0,-0.1831531683323695,2.5859608254460243e-143
PF04972,4,1,0.07230712706934632,1.672141803451221e-23
PF04972,4,2,-0.23945426114121124,1.6767029773692547e-246
PF04972,4,3,-0.3012990416450892,0.0
PF04972,4,4,-0.21939484221171984,2.756197116083566e-206
PF04972,4,5,-0.26008440885786577,5.434088924786572e-292
PF04972,4,6,-0.24909350249316026,3.154118178476867e-267
PF04972,4,7,-0.0630746208325412,2.9750296031894288e-18
PF04972,4,8,-0.11599572058036291,4.818956168318064e-58
PF04972,4,9,-0.24064939820328374,5.065755933635708e-249
PF04972,4,10,-0.21352588507814763,2.9825911929340272e-195
PF04972,4,11,-0.14190351985552352,3.133387066390006e-86
PF04972,5,0,-0.11312243215766589,2.83188460400459e-55
PF04972,5,1,-0.11291812954866762,4.428720810806568e-55
PF04972,5,2,-0.2069499567585142,2.819224806084527e-183
PF04972,5,3,-0.12898719401751277,1.887821052194359e-71
PF04972,5,4,-0.18147897519417028,1.0656345614887368e-140
PF04972,5,5,-0.07929260585729962,6.021451925154502e-28
PF04972,5,6,-0.1562793859361733,2.115782165085183e-104
PF04972,5,7,-0.17216913791832109,1.2704549680622426e-126
PF04972,5,8,-0.11243050872874734,1.2833623487668988e-54
PF04972,5,9,-0.1942563516445986,2.6277603960144703e-161
PF04972,5,10,-0.07545670502084124,1.862796852779356e-25
PF04972,5,11,-0.06992173316226606,4.441685988141912e-22
PF04972,6,0,-0.20554572465149695,9.007394203597957e-181
PF04972,6,1,-0.17918627907574522,3.6913991426475515e-137
PF04972,6,2,-0.2177054431139866,4.4688475775886065e-203
PF04972,6,3,-0.0818299232665236,1.1607970843296292e-29
PF04972,6,4,-0.19473464519284606,4.158775231470189e-162
