Protein family,Layer,Correlation,P value
PF10576,0,0.18269405053541263,0.0
PF10576,1,0.10724175066142196,0.0
PF10576,2,0.13555075012033213,0.0
PF10576,3,0.11911056502485148,0.0
PF10576,4,0.10910328524734697,0.0
PF10576,5,0.06783003593949792,4.003100471093015e-156
PF10576,6,0.059452489278022845,2.425662766039771e-120
PF10576,7,0.048172191096476746,1.2702781163960239e-79
PF10576,8,0.031440630858679666,6.427504822896487e-35
PF10576,9,0.03390142600683444,2.5393586300087002e-40
PF10576,10,0.023561116233539087,2.5311554232852734e-20
PF10576,11,0.026008364067014945,2.0465893017477677e-24
