Protein family,Layer,Correlation,P value
PF01951,0,0.17416077938620275,6.717347221151423e-249
PF01951,1,0.08386540843805206,1.5693618880701696e-58
PF01951,2,0.06322407088393028,5.683012660153746e-34
PF01951,3,0.061973931404442385,1.0492674263760813e-32
PF01951,4,0.005191327228430598,0.3189063892279989
PF01951,5,-0.017850730240121255,0.0006091729080669643
PF01951,6,-0.022838919523455077,1.1572187511860121e-05
PF01951,7,-0.01604386756563981,0.002066419953149032
PF01951,8,-0.03431017928233192,4.419916233244294e-11
PF01951,9,-0.03915300755847232,5.4773810478181037e-14
PF01951,10,-0.045741925664213486,1.5394759049861505e-18
PF01951,11,-0.05451559135375851,1.132202658775673e-25
