Protein family,Layer,Correlation,P value
PF13377,0,0.4803910451460571,2.1781695360379944e-250
PF13377,1,0.5105770793311233,6.470397009380332e-288
PF13377,2,0.48875771109206956,2.048518515818793e-260
PF13377,3,0.43500681867480406,1.2962550954396394e-200
PF13377,4,0.3671491540061897,4.180925919423513e-139
PF13377,5,0.3135120630983266,5.835969596911103e-100
PF13377,6,0.31411025431051764,2.3526290696144353e-100
PF13377,7,0.34149407587522873,2.058266591700863e-119
PF13377,8,0.36773779444101873,1.4052365717072714e-139
PF13377,9,0.3740034531877156,1.1106715747577064e-144
PF13377,10,0.3820711561065469,2.0299148740126137e-151
PF13377,11,0.37496625340016493,1.7843773802305746e-145
