Protein family,Layer,Correlation,P value
PF13377,0,0.26853194049732987,7.810479353987695e-73
PF13377,1,0.26814529150170097,1.2726543791185327e-72
PF13377,2,0.2317447777931576,3.34864791458628e-54
PF13377,3,0.23388743678794768,3.338639198261704e-55
PF13377,4,0.20804485595349526,8.474837625518871e-44
PF13377,5,0.1616402418362206,6.90705375334216e-27
PF13377,6,0.07695646631582202,3.6721701400907834e-07
PF13377,7,0.07372096660752755,1.1113831046128597e-06
PF13377,8,0.05941248158933697,8.724841814978092e-05
PF13377,9,0.062334348409448244,3.840192427692632e-05
PF13377,10,0.07728407636592971,3.274448452053741e-07
PF13377,11,0.09574507060680187,2.4214208478497454e-10
