Protein family,Layer,Head,Correlation,P-value
PF12172,0,0,-0.21991248650456907,3.265632284467096e-95
PF12172,0,1,-0.24156988071802477,4.45621864436316e-115
PF12172,0,2,-0.09960383151181999,1.618386936487587e-20
PF12172,0,3,-0.1906890537688539,1.267817698449782e-71
PF12172,0,4,0.17395238712020733,9.926582535191105e-60
PF12172,0,5,-0.0422515790211944,8.473975962448712e-05
PF12172,0,6,-0.22401593868953323,8.09591535684963e-99
PF12172,0,7,-0.2646682160335971,1.401809657913628e-138
PF12172,0,8,-0.20022981641548668,6.31736783423018e-79
PF12172,0,9,-0.08306883009883351,1.0126320908286198e-14
PF12172,0,10,-0.04160524538644688,0.00010865498285400308
PF12172,0,11,-0.2677623189065324,6.492885388397562e-142
PF12172,1,0,-0.133222732249,1.5185051021353814e-35
PF12172,1,1,-0.26379398338342047,1.2042478870623204e-137
PF12172,1,2,-0.09873449969608034,3.46554907985893e-20
PF12172,1,3,-0.014037655147641635,0.19176431888468598
PF12172,1,4,-0.15755964223569513,3.407723591160174e-49
PF12172,1,5,-0.3113823817860645,8.729727557563393e-194
PF12172,1,6,-0.13879738907430644,1.8314858593958526e-38
PF12172,1,7,-0.08720187647817015,4.507641976189715e-16
PF12172,1,8,-0.2715045962994886,5.248285278603984e-146
PF12172,1,9,-0.07695473044431474,7.700464599235041e-13
PF12172,1,10,-0.25699549397909005,1.673893529047001e-130
PF12172,1,11,-0.2729135712054795,1.452787483860402e-147
PF12172,2,0,-0.25441644313859973,7.549673025338119e-128
PF12172,2,1,-0.33347332015757175,1.1347853041878793e-223
PF12172,2,2,-0.16039636458292558,6.127670321881566e-51
PF12172,2,3,-0.13599317660016494,5.575505440646903e-37
PF12172,2,4,0.015471278149171246,0.15023355351016965
PF12172,2,5,-0.04260831194537988,7.376597036327554e-05
PF12172,2,6,-0.11213088330865087,1.3232289549802265e-25
PF12172,2,7,-0.10924643010279173,2.2213436789991137e-24
PF12172,2,8,-0.22517908741461456,7.462121384930072e-100
PF12172,2,9,-0.027790607686902117,0.009747729365743947
PF12172,2,10,-0.2802791317821938,7.345288351700277e-156
PF12172,2,11,-0.17199727149762847,2.045727095665816e-58
PF12172,3,0,-0.2274366892770118,7.019770401272031e-102
PF12172,3,1,-0.09810688326034354,5.98022166437404e-20
PF12172,3,2,-0.011763994406319018,0.27398515346568353
PF12172,3,3,-0.10482276191194546,1.455253706350688e-22
PF12172,3,4,-0.33302055903733263,4.930588349889466e-223
PF12172,3,5,-0.23762876988826823,2.6193720945452497e-111
PF12172,3,6,-0.28998797908294277,3.427250605373775e-167
PF12172,3,7,-0.20611803216788674,1.264432992520397e-83
PF12172,3,8,0.038464848653008296,0.0003461832082980619
PF12172,3,9,-0.09111113264347316,2.0704187552266565e-17
PF12172,3,10,-0.2406330285996843,3.5583022736081394e-114
PF12172,3,11,-0.21280672053084396,3.848169251336362e-89
PF12172,4,0,-0.18204430693702145,2.4609853284192897e-65
PF12172,4,1,-0.12000437447269462,4.1103659110769055e-29
PF12172,4,2,-0.10674663455038826,2.4114141227968075e-23
PF12172,4,3,-0.21156769785276877,4.1843006686239226e-88
PF12172,4,4,-0.10069727445297232,6.1522477691632804e-21
PF12172,4,5,-0.11016852112088871,9.08893027360323e-25
PF12172,4,6,-0.1925441844171645,5.164966571022623e-73
PF12172,4,7,-0.0811023438983159,4.225007805216177e-14
PF12172,4,8,-0.09982682763039516,1.3298098926360063e-20
PF12172,4,9,-0.23091398486095252,4.799390553151343e-105
PF12172,4,10,-0.19881967933413963,8.016577433599857e-78
PF12172,4,11,-0.1929308744901658,2.6394816931549195e-73
PF12172,5,0,-0.08290477810686586,1.1422571817112243e-14
PF12172,5,1,-0.09307554733345576,4.186409622186427e-18
PF12172,5,2,-0.13657517698293284,2.76026399006255e-37
PF12172,5,3,-0.15633981359436216,1.8747103075768718e-48
PF12172,5,4,-0.09313642897379322,3.981912808162892e-18
PF12172,5,5,-0.1390953851141867,1.2686158582154243e-38
PF12172,5,6,-0.12921155125124217,1.6059405880051998e-33
PF12172,5,7,-0.034402148857227303,0.0013748265743206884
PF12172,5,8,-0.07492218711018642,3.024888752351514e-12
PF12172,5,9,-0.13635982594734258,3.581670835071936e-37
