Protein family,Layer,Correlation,P value
PF00699,0,0.17555026760124998,0.0
PF00699,1,0.09850974008289663,2.5911001011952223e-185
PF00699,2,0.11621686823722528,1.3831487013542732e-257
PF00699,3,0.08377341951528341,2.115912024046355e-134
PF00699,4,0.0754529081097325,2.487101911052614e-109
PF00699,5,0.12645679992447958,5.834909203912424e-305
PF00699,6,0.17812564002982556,0.0
PF00699,7,0.21373857645235123,0.0
PF00699,8,0.20864921496973965,0.0
PF00699,9,0.21124139179274976,0.0
PF00699,10,0.19448120493366922,0.0
PF00699,11,0.2086994196446752,0.0
