Protein family,Layer,Correlation,P value
PF07677,0,0.336836156566325,0.0
PF07677,1,0.28242977234239935,0.0
PF07677,2,0.2519028253504814,0.0
PF07677,3,0.2289530629905785,0.0
PF07677,4,0.1695438833005843,1.0801680567361438e-240
PF07677,5,0.13298906788099565,4.607385510451592e-148
PF07677,6,0.10474902016759352,2.6914815917874312e-92
PF07677,7,0.08029801401911262,7.00037423348003e-55
PF07677,8,0.07518543117566684,2.5655884600389332e-48
PF07677,9,0.07073765362893972,5.858724540521213e-43
PF07677,10,0.05176201654287193,9.35288799270409e-24
PF07677,11,0.040325852357520904,5.0308227619427185e-15
