Protein family,Layer,Correlation,P value
PF00672,0,0.07916611893061827,2.0919945535562753e-63
PF00672,1,0.055855198197338675,2.1461709645624747e-32
PF00672,2,0.05854532665072849,1.9873665595739128e-35
PF00672,3,0.03910444961319452,1.1034886633213674e-16
PF00672,4,-0.002425492058503991,0.6071186194263203
PF00672,5,-0.013585759565538676,0.003973803263641766
PF00672,6,-0.019664699761937885,3.0566597203677846e-05
PF00672,7,-0.035179078326978266,8.647908428927985e-14
PF00672,8,-0.03680584848904794,5.937556271899036e-15
PF00672,9,-0.041938927326789124,5.8567569882801835e-19
PF00672,10,-0.04961888838767523,6.598416789759288e-26
PF00672,11,-0.0663401727782709,5.095758133279873e-45
