Protein family,Layer,Correlation,P value
PF14317,0,0.2052070676342016,5.3347633258060874e-188
PF14317,1,0.16009311473449797,2.948788404296721e-114
PF14317,2,0.13568509457031022,2.5501903602455004e-82
PF14317,3,0.11212504082865948,1.224699579459585e-56
PF14317,4,0.13203331103288815,5.194691742276141e-78
PF14317,5,0.12465416191105075,1.1318725336200255e-69
PF14317,6,0.13513622605966105,1.153350465851995e-81
PF14317,7,0.12345552773487191,2.300269767159456e-68
PF14317,8,0.10598221920450934,9.234429356889514e-51
PF14317,9,0.10786508846396783,1.5835561037144812e-52
PF14317,10,0.11187424921758082,2.1605937286052148e-56
PF14317,11,0.13045383432480234,3.481631059673791e-76
