Protein family,Layer,Correlation,P value
PF07498,0,0.13753358995326787,7.963068415402731e-47
PF07498,1,0.10591877974099102,2.308377537682827e-28
PF07498,2,0.12123095310829086,1.073350594900494e-36
PF07498,3,0.09056320288065513,3.84041571262443e-21
PF07498,4,0.042504841488036293,9.77955577943481e-06
PF07498,5,0.02235063513913516,0.020099367510557107
PF07498,6,0.022173532621248524,0.021107036071991825
PF07498,7,0.03719955161149788,0.00010899372135274836
PF07498,8,0.05151664321470207,8.291330193250752e-08
PF07498,9,0.055444319444569914,7.928040475039843e-09
PF07498,10,0.05270414807058612,4.148526273200265e-08
PF07498,11,0.05733180114087289,2.4206137601136155e-09
