Protein family,Layer,Correlation,P value
PF07677,0,0.34863568892881586,0.0
PF07677,1,0.2808157596990186,0.0
PF07677,2,0.2489382801713049,0.0
PF07677,3,0.21727192698800082,0.0
PF07677,4,0.1533450435012277,9.281988511748667e-197
PF07677,5,0.12576403166708497,1.6815384726836328e-132
PF07677,6,0.09465327358013537,1.2325263672230574e-75
PF07677,7,0.08007604157705152,1.377566556258462e-54
PF07677,8,0.06117250977649207,1.5364531130969537e-32
PF07677,9,0.05258279140033984,1.8299556285527244e-24
PF07677,10,0.044625342005479365,4.662366042796692e-18
PF07677,11,0.027957998587551786,5.8041595705731524e-08
