Protein family,Layer,Correlation,P value
PF14317,0,0.20335202554345533,1.3966934703109906e-184
PF14317,1,0.11133819445761398,7.238766321394433e-56
PF14317,2,0.08159597351907065,1.0041485366611479e-30
PF14317,3,0.055712509883475085,3.808491415842296e-15
PF14317,4,0.029465559919318682,3.248824936488379e-05
PF14317,5,0.01879129155269797,0.008057771227984971
PF14317,6,0.024922645293149,0.00044071892979785366
PF14317,7,0.03563497866756659,5.013063501623483e-07
PF14317,8,0.05098814333399603,6.312562413385342e-13
PF14317,9,0.07417372914022133,1.1583714324984228e-25
PF14317,10,0.08295104814141077,1.0609244270686605e-31
PF14317,11,0.08574460662553707,9.175641933300676e-34
