Protein family,Layer,Correlation,P value
PF06427,0,0.06568605691198703,2.1569557948938708e-24
PF06427,1,0.059897784071865474,1.513923336087548e-20
PF06427,2,0.10601699954571266,5.259809553868192e-61
PF06427,3,0.10029384413774668,9.345365643098023e-55
PF06427,4,0.10743808771182635,1.302033012526972e-62
PF06427,5,0.08448389201633345,2.604600014612209e-39
PF06427,6,0.08360385042790501,1.575348829888956e-38
PF06427,7,0.07624506444904341,2.5857647211705645e-32
PF06427,8,0.07456154262825533,5.677112134858127e-31
PF06427,9,0.07213086389994873,4.3489658660369187e-29
PF06427,10,0.0726469848170044,1.7518202334094657e-29
PF06427,11,0.05809732859243457,2.019089635157788e-19
