Protein family,Layer,Correlation,P value
PF10114,0,0.38499253343051654,0.0
PF10114,1,0.4181851413675836,0.0
PF10114,2,0.3837310139302001,0.0
PF10114,3,0.35582898174342875,0.0
PF10114,4,0.335186257518818,0.0
PF10114,5,0.24317881959495646,0.0
PF10114,6,0.08687435704612399,1.3226520596111938e-64
PF10114,7,0.019408340528529775,0.00015379608875548025
PF10114,8,-0.011028272600807701,0.031515065556453184
PF10114,9,-0.016742612188364925,0.0010949079450268155
PF10114,10,0.001884987154758002,0.7132007947398902
PF10114,11,0.06740049486507523,1.5384101444263895e-39
