Protein family,Layer,Correlation,P value
PF00484,0,0.28577522716623954,0.0
PF00484,1,0.24214036731742253,0.0
PF00484,2,0.26291334015876633,0.0
PF00484,3,0.21898561424627075,0.0
PF00484,4,0.11579317527643762,1.9867146218070154e-188
PF00484,5,0.058429053156439884,3.761974114989189e-49
PF00484,6,0.03210168241776727,5.89102080197144e-16
PF00484,7,0.015543487788187217,8.961372948948184e-05
PF00484,8,0.008132124673737482,0.04043386747468645
PF00484,9,0.010736571352367637,0.006817276220949308
PF00484,10,0.01333075166840427,0.0007810271353475984
PF00484,11,0.0075297902060492035,0.057762416831524506
