Protein family,Layer,Correlation,P value
PF00672,0,0.10337316918836982,5.175940650708743e-107
PF00672,1,0.0911992807968455,1.2769138069734497e-83
PF00672,2,0.10247557871096846,3.4691491028026867e-105
PF00672,3,0.08917324760587973,5.14590759820742e-80
PF00672,4,0.05889278661328024,7.873082124027685e-36
PF00672,5,0.02663431321503047,1.6296917262706528e-08
PF00672,6,0.01686404215919653,0.00034978409850945077
PF00672,7,-0.002401008920372543,0.6107518963370433
PF00672,8,-0.018385527056264218,9.700933160113497e-05
PF00672,9,-0.029220759721029572,5.79338896517721e-10
PF00672,10,-0.03230953253430476,7.322334444151011e-12
PF00672,11,-0.03916710883103913,9.86632607381667e-17
