Protein family,Layer,Head,Correlation,P-value
PF04972,0,0,-0.1827647989994264,1.050777490942121e-142
PF04972,0,1,-0.40079095771086526,0.0
PF04972,0,2,-0.352197865367733,0.0
PF04972,0,3,-0.3480752110779714,0.0
PF04972,0,4,0.3675000547630885,0.0
PF04972,0,5,-0.19196797189209325,1.662819709194399e-157
PF04972,0,6,-0.1406998032812224,8.608832163707721e-85
PF04972,0,7,-0.37868406936027704,0.0
PF04972,0,8,-0.3628484812657118,0.0
PF04972,0,9,-0.4246149894033766,0.0
PF04972,0,10,0.003822116942358129,0.5979023447990557
PF04972,0,11,-0.3175418820297253,0.0
PF04972,1,0,-0.34505529839700017,0.0
PF04972,1,1,0.13719889773214453,1.1165776466973994e-80
PF04972,1,2,-0.3672632021704804,0.0
PF04972,1,3,-0.4315679979543594,0.0
PF04972,1,4,-0.48040427835722477,0.0
PF04972,1,5,-0.409813310462177,0.0
PF04972,1,6,-0.4810441466539303,0.0
PF04972,1,7,-0.3801863681638317,0.0
PF04972,1,8,-0.4694920784819869,0.0
PF04972,1,9,-0.42383825086931654,0.0
PF04972,1,10,-0.1596628978450653,6.065415932704189e-109
PF04972,1,11,-0.3453520912496612,0.0
PF04972,2,0,-0.3042592628179872,0.0
PF04972,2,1,-0.33521832794654044,0.0
PF04972,2,2,-0.4091272899785791,0.0
PF04972,2,3,-0.32341587201903566,0.0
PF04972,2,4,-0.40563559499834295,0.0
PF04972,2,5,0.19121485058513127,2.8925837790893735e-156
PF04972,2,6,-0.30911807378709366,0.0
PF04972,2,7,-0.4321778410758882,0.0
PF04972,2,8,-0.44752938938405246,0.0
PF04972,2,9,-0.15995055793558455,2.4657802515452784e-109
PF04972,2,10,-0.44304031637487423,0.0
PF04972,2,11,-0.46841951708322055,0.0
PF04972,3,0,-0.42214403623575447,0.0
PF04972,3,1,-0.40009045374137386,0.0
PF04972,3,2,-0.3936036373241421,0.0
PF04972,3,3,0.04555406940156114,3.1887235571751487e-10
PF04972,3,4,-0.4572120389743961,0.0
PF04972,3,5,-0.42205264443892637,0.0
PF04972,3,6,-0.235867745865841,5.0350832033264136e-239
PF04972,3,7,-0.45514250695971054,0.0
PF04972,3,8,0.103972269300725,6.314132746363418e-47
PF04972,3,9,-0.44209352740700925,0.0
PF04972,3,10,-0.41522220488106426,0.0
PF04972,3,11,-0.25646138494277526,1.0780586341017338e-283
PF04972,4,0,-0.3898169891637999,0.0
PF04972,4,1,0.049391882074323316,9.117075287174156e-12
PF04972,4,2,-0.47775177534428925,0.0
PF04972,4,3,-0.4553904756713422,0.0
PF04972,4,4,-0.4686217177548123,0.0
PF04972,4,5,-0.4457463241776098,0.0
PF04972,4,6,-0.4182615136451661,0.0
PF04972,4,7,-0.13552977819034473,9.356753324140343e-79
PF04972,4,8,-0.42064292327347474,0.0
PF04972,4,9,-0.4268393737422556,0.0
PF04972,4,10,-0.45714468029009325,0.0
PF04972,4,11,-0.3950647609315286,0.0
PF04972,5,0,0.12443239644873569,1.387431083290892e-66
PF04972,5,1,-0.1661483730336246,6.167269552287713e-118
PF04972,5,2,-0.43384951981178144,0.0
PF04972,5,3,-0.2528117059643202,1.8082962463058065e-275
PF04972,5,4,-0.42828665264140253,0.0
PF04972,5,5,-0.03602373915956204,6.607330254200676e-07
PF04972,5,6,-0.3125842893784141,0.0
PF04972,5,7,-0.2986288779964614,0.0
PF04972,5,8,-0.2087523058890062,1.6159805303338122e-186
PF04972,5,9,-0.35022194158808784,0.0
PF04972,5,10,-0.3141270043185628,0.0
PF04972,5,11,0.024579478902135573,0.0006931916226905133
PF04972,6,0,-0.3608839829604851,0.0
PF04972,6,1,-0.2576974442682546,1.6471110593317883e-286
PF04972,6,2,-0.36864880023060015,0.0
PF04972,6,3,-0.04656436143983372,1.2849075913477005e-10
PF04972,6,4,-0.31666178246611193,0.0
PF04972,6,5,-0.4105796375622921,0.0
PF04972,6,6,-0.4012149751515855,0.0
PF04972,6,7,-0.3301651741866784,0.0
PF04972,6,8,-0.3405801087387608,0.0
PF04972,6,9,-0.32935687327057156,0.0
PF04972,6,10,-0.30645182292032513,0.0
PF04972,6,11,0.26045275956510605,7.657278216604305e-293
PF04972,7,0,-0.2593018387718626,3.456511966841974e-290
PF04972,7,1,-0.3366487273770586,0.0
PF04972,7,2,-0.3786556076033167,0.0
PF04972,7,3,-0.3855567495112495,0.0
PF04972,7,4,-0.3180481138354723,0.0
PF04972,7,5,-0.17475102752370375,1.9007719084518677e-130
PF04972,7,6,0.03877167433222648,8.691427364207709e-08
PF04972,7,7,-0.2619978827256744,1.9912968526138386e-296
PF04972,7,8,-0.35780223441570236,0.0
PF04972,7,9,-0.3228176880635869,0.0
PF04972,7,10,-0.3916493020160734,0.0
PF04972,7,11,0.1729853183353905,7.96735790594991e-128
PF04972,8,0,-0.38771605175720736,0.0
PF04972,8,1,-0.39525926138491085,0.0
PF04972,8,2,0.29509630851020624,0.0
PF04972,8,3,-0.31281862767224033,0.0
PF04972,8,4,-0.23465138079894637,1.6196117759791927e-236
PF04972,8,5,-0.33223524316883585,0.0
PF04972,8,6,0.08870942034150671,1.391267993956713e-34
PF04972,8,7,-0.3592744994044245,0.0
PF04972,8,8,-0.022484681853129455,0.001915213034370156
PF04972,8,9,-0.20295094548730244,3.417853589659454e-176
PF04972,8,10,-0.3524193158715958,0.0
PF04972,8,11,-0.35415890905504355,0.0
PF04972,9,0,-0.3564350349554219,0.0
PF04972,9,1,-0.2831962961151348,0.0
PF04972,9,2,-0.3998687406408609,0.0
PF04972,9,3,-0.3989557457481044,0.0
PF04972,9,4,-0.39505432692276066,0.0
PF04972,9,5,-0.3457485244025275,0.0
PF04972,9,6,-0.1931810951277126,1.6283156316974844e-159
PF04972,9,7,-0.1377779605741757,2.371296686487067e-81
PF04972,9,8,-0.38868277603406526,0.0
PF04972,9,9,-0.0687963875006507,2.0093404723481898e-21
PF04972,9,10,-0.2887296968021397,0.0
PF04972,9,11,-0.347744347144008,0.0
PF04972,10,0,-0.3621870677497604,0.0
PF04972,10,1,-0.2339839423519837,3.794223714116173e-235
PF04972,10,2,-0.2933443157870874,0.0
PF04972,10,3,-0.35744224779106004,0.0
PF04972,10,4,-0.4057193126763074,0.0
PF04972,10,5,-0.3341091676216124,0.0
PF04972,10,6,-0.33057519610384484,0.0
PF04972,10,7,-0.36208073192393786,0.0
PF04972,10,8,-0.3973263297513852,0.0
PF04972,10,9,-0.39848369935603595,0.0
PF04972,10,10,-0.34618761190320785,0.0
PF04972,10,11,-0.3376367386813938,0.0
PF04972,11,0,-0.39208668809044533,0.0
PF04972,11,1,-0.3546042704949108,0.0
PF04972,11,2,-0.3665809023259691,0.0
PF04972,11,3,-0.3627509957522214,0.0
PF04972,11,4,-0.36732146372867397,0.0
PF04972,11,5,-0.3905511754544477,0.0
PF04972,11,6,-0.3836871020512584,0.0
PF04972,11,7,-0.4011136571723865,0.0
PF04972,11,8,-0.33502863355981544,0.0
PF04972,11,9,0.020443080519581356,0.004783620093500056
PF04972,11,10,-0.39002416320178374,0.0
PF04972,11,11,-0.3770246374223963,0.0
