Protein family,Layer,Correlation,P value
PF12872,0,0.17693494036754961,6.763609749223457e-119
PF12872,1,0.11969997601866333,5.663335124117699e-55
PF12872,2,0.0802222002592808,1.5453474649682125e-25
PF12872,3,0.10080042269371851,2.0327370100788334e-39
PF12872,4,0.09519704044682248,2.521132663865173e-35
PF12872,5,0.08508078350195253,1.5726332830999522e-28
PF12872,6,0.07070970425645917,3.4776230773295e-20
PF12872,7,0.07544056024838643,9.184690589264784e-23
PF12872,8,0.0746909393366132,2.413295085071733e-22
PF12872,9,0.06960054951395493,1.3239255323782162e-19
PF12872,10,0.07220527691926865,5.5472738181712564e-21
PF12872,11,0.0990219305988643,4.294341822475327e-38
