Protein family,Layer,Correlation,P value
PF07677,0,0.35519242457951133,0.0
PF07677,1,0.27625355344192076,0.0
PF07677,2,0.259357782749335,0.0
PF07677,3,0.21402968145307102,0.0
PF07677,4,0.15770291546840956,4.0132548600652375e-208
PF07677,5,0.11281178165488512,7.779992735759959e-107
PF07677,6,0.08028951852678239,7.184361224606342e-55
PF07677,7,0.046654723988390205,1.3576083116083482e-19
PF07677,8,0.04033995279731086,4.922451893143857e-15
PF07677,9,0.0712667517430483,1.4043738519426732e-43
PF07677,10,0.06747740972480999,3.0777441824201065e-39
PF07677,11,0.07476439845517123,8.520336608736626e-48
