Protein family,Layer,Correlation,P value
PF00699,0,0.17602855700116884,0.0
PF00699,1,0.10543101445442941,4.097276321601271e-212
PF00699,2,0.1268499910014907,7.326013984289892e-307
PF00699,3,0.10542244242129808,4.434406553781223e-212
PF00699,4,0.10373261361039077,2.2951172921572176e-205
PF00699,5,0.14264134490253644,0.0
PF00699,6,0.1927338472886286,0.0
PF00699,7,0.2221372279136545,0.0
PF00699,8,0.20576571501100027,0.0
PF00699,9,0.19990913309003555,0.0
PF00699,10,0.19352802010085338,0.0
PF00699,11,0.21122334747561308,0.0
