Protein family,Layer,Correlation,P value
PF00066,0,0.2663305295327262,4.919921138410214e-175
PF00066,1,0.23042124924874544,2.588555824824406e-130
PF00066,2,0.21318089664945578,2.1698507144404626e-111
PF00066,3,0.19281180500484663,4.324546502539385e-91
PF00066,4,0.14012113783111202,1.4887795250429386e-48
PF00066,5,0.09968688722249688,2.692675913349481e-25
PF00066,6,0.0871299253485377,1.1086066868188443e-19
PF00066,7,0.07138391444900011,1.0652244020240964e-13
PF00066,8,0.05672864798691432,3.5511102325767314e-09
PF00066,9,0.04684040310743088,1.096306105674596e-06
PF00066,10,0.026568766406059114,0.005721662112779371
PF00066,11,0.017760764839668475,0.06473964241608614
