Protein family,Layer,Correlation,P value
PF12172,0,0.1278522069356822,7.540717629557588e-33
PF12172,1,0.12617629966206156,4.96077909124723e-32
PF12172,2,0.1453229017752782,4.8985717949749496e-42
PF12172,3,0.14084484319268162,1.4454706621159906e-39
PF12172,4,0.10694601783904602,1.997798439671481e-23
PF12172,5,0.06283247056999164,4.9646079773579045e-09
PF12172,6,0.03879414849693924,0.0003077438629528586
PF12172,7,0.019727103085318727,0.06657477698077303
PF12172,8,0.010036011044000776,0.3506972919488014
PF12172,9,0.012439851784380274,0.24736071928113335
PF12172,10,0.029346613354682086,0.006344422714101315
PF12172,11,0.023440516322835978,0.02926098751222399
