Protein family,Layer,Correlation,P value
PF04972,0,0.19049658678696824,4.359535105576179e-155
PF04972,1,0.13283496755526422,1.0591835301611868e-75
PF04972,2,0.07606040026463816,7.697690846561005e-26
PF04972,3,0.05622942503854513,8.145541927493909e-15
PF04972,4,0.02193458766053285,0.002468807557670667
PF04972,5,-0.016340220680968714,0.024136280788878455
PF04972,6,-0.03919296926783438,6.290050517581162e-08
PF04972,7,-0.05171863867594561,9.2329329577854e-13
PF04972,8,-0.028662878939295942,7.620547219663937e-05
PF04972,9,-0.009016198037780074,0.21343371128187774
PF04972,10,0.0029304137894152244,0.6859396085274689
PF04972,11,0.015737455375045725,0.029873712354115095
