Protein family,Layer,Correlation,P value
PF00168,0,0.27620074592971905,0.0
PF00168,1,0.21095507157896004,0.0
PF00168,2,0.1759148859337799,0.0
PF00168,3,0.16720512800080622,0.0
PF00168,4,0.14920456034006851,0.0
PF00168,5,0.0938046852325292,5.90614681937051e-130
PF00168,6,0.06189292999979286,1.6679401370020776e-57
PF00168,7,0.09129880002948314,3.5099785777297874e-123
PF00168,8,0.08332321216463795,7.4087493370435795e-103
PF00168,9,0.114261422516754,3.060490226003497e-192
PF00168,10,0.12170949784673057,4.972163426941641e-218
PF00168,11,0.13396030994292027,4.2614406179629606e-264
