Protein family,Layer,Correlation,P value
PF01951,0,0.21478415652979377,0.0
PF01951,1,0.15540648766404314,5.449443134682402e-198
PF01951,2,0.15644322205939887,1.2052928955915816e-200
PF01951,3,0.19399611613482493,1.866338440234973e-309
PF01951,4,0.15485564425273665,1.3792327710070998e-196
PF01951,5,0.11974278252628037,8.66760577183152e-118
PF01951,6,0.09076832235850568,2.7422422204037954e-68
PF01951,7,0.0870010915422029,7.239152299956804e-63
PF01951,8,0.08143831104392849,2.7665339297569055e-55
PF01951,9,0.08040222913246574,6.287681425670888e-54
PF01951,10,0.08132777010190537,3.8681254223684715e-55
PF01951,11,0.0756214422072709,6.794308755432466e-48
