Protein family,Layer,Correlation,P value
PF10114,0,0.3865875423650352,0.0
PF10114,1,0.4207030768873614,0.0
PF10114,2,0.4042034830164581,0.0
PF10114,3,0.3853374879869447,0.0
PF10114,4,0.3390821082227173,0.0
PF10114,5,0.23968547307656,0.0
PF10114,6,0.07780191080240985,3.8808063178443556e-52
PF10114,7,0.013648027471826397,0.007781603366133047
PF10114,8,-0.011082846030683767,0.030683731378448292
PF10114,9,-0.020025103938871944,9.416366926939579e-05
PF10114,10,-0.015830874630209366,0.002021110860193519
PF10114,11,0.023510216667405926,4.540403060550309e-06
