Protein family,Layer,Correlation,P value
PF00672,0,0.37323501340782794,0.0
PF00672,1,0.4105516906988791,0.0
PF00672,2,0.44025268253610916,0.0
PF00672,3,0.4204727011935717,0.0
PF00672,4,0.3644575170534821,0.0
PF00672,5,0.3257226743678481,0.0
PF00672,6,0.33800235726389977,0.0
PF00672,7,0.3476692202727241,0.0
PF00672,8,0.34855182329774115,0.0
PF00672,9,0.3295566999017501,0.0
PF00672,10,0.32785360365495086,0.0
PF00672,11,0.321467091912699,0.0
