Protein family,Layer,Correlation,P value
PF13377,0,0.2783489689627012,2.4597741616608135e-78
PF13377,1,0.28160596469507704,3.272697170717995e-80
PF13377,2,0.2525375073740091,2.3619365052783174e-64
PF13377,3,0.22651164383085923,8.465907035518851e-52
PF13377,4,0.20896811989652841,3.5129275808212327e-44
PF13377,5,0.1849853209049267,7.813465156684797e-35
PF13377,6,0.13187366033866346,2.3444568309834333e-18
PF13377,7,0.120185665061363,1.7365894270818936e-15
PF13377,8,0.09330355670876188,6.840686011882215e-10
PF13377,9,0.08352337722012784,3.3782712060440505e-08
PF13377,10,0.07952891120928927,1.4744032766713702e-07
PF13377,11,0.09266291418695019,8.944851436161932e-10
