Protein family,Layer,Correlation,P value
PF00672,0,0.0995059873831933,2.9292840493814237e-99
PF00672,1,0.0934648984338816,9.494638027964976e-88
PF00672,2,0.12737786715170935,6.75847478484094e-162
PF00672,3,0.1430572499120294,4.2205974714319415e-204
PF00672,4,0.1420442455631876,3.2019362033907313e-201
PF00672,5,0.12072550135838392,1.6294367866303746e-145
PF00672,6,0.09976031064908501,9.249758447585432e-100
PF00672,7,0.08654457924356004,1.8500866926588248e-75
PF00672,8,0.08429041442596091,1.1596278466353885e-71
PF00672,9,0.09263211885211925,3.2135725339647918e-86
PF00672,10,0.08662383711424472,1.354699023190416e-75
PF00672,11,0.0776828274444979,4.104246938470355e-61
