Protein family,Layer,Correlation,P value
PF03463,0,0.015033887304909713,0.0002744130891383953
PF03463,1,-0.023332067009201006,1.632638958487687e-08
PF03463,2,0.0009680951437339583,0.8147722078816958
PF03463,3,0.06087701835553163,3.2838508611889055e-49
PF03463,4,0.07049363995612622,2.0787824905769393e-65
PF03463,5,0.11774203558283684,8.336686666707923e-180
PF03463,6,0.1119232505242459,1.4597382193381587e-162
PF03463,7,0.0571715036307366,1.3349997260298325e-43
PF03463,8,0.016165429023668507,9.145687190173522e-05
PF03463,9,0.013158912823462649,0.0014499088657892705
PF03463,10,-0.015519754965691183,0.00017270122611277682
PF03463,11,-0.0056748490499242445,0.16966058984935514
