Protein family,Layer,Correlation,P value
PF12872,0,0.19603482460103785,5.035440255371894e-146
PF12872,1,0.153104140512815,3.672310033261128e-89
PF12872,2,0.1463856169840682,1.3708344672337923e-81
PF12872,3,0.14184081420820946,1.1459903671309864e-76
PF12872,4,0.11085104699167597,2.360819451281541e-47
PF12872,5,0.09004393552864938,9.086875375840348e-32
PF12872,6,0.0773044692073222,7.977454463639864e-24
PF12872,7,0.06247494171343063,4.325502068102497e-16
PF12872,8,0.05185010125709338,1.535007141601332e-11
PF12872,9,0.047278778454976966,7.786238318123664e-10
PF12872,10,0.049343324214085736,1.3801543288981437e-10
PF12872,11,0.041734078486494054,5.718300406472018e-08
