Protein family,Layer,Correlation,P value
PF00168,0,0.2971648947369149,0.0
PF00168,1,0.23550165101673276,0.0
PF00168,2,0.214964531051701,0.0
PF00168,3,0.17557560096266414,0.0
PF00168,4,0.12735548339319142,1.0750427016363677e-238
PF00168,5,0.122913778145221,2.3420962012006017e-222
PF00168,6,0.08654650683525213,7.617126987378287e-111
PF00168,7,0.053582629887986274,1.5893804482636649e-43
PF00168,8,0.03803153456998127,9.655577411577937e-23
PF00168,9,0.033774441100388575,2.8787619066861713e-18
PF00168,10,0.029112514147232066,5.801770805080181e-14
PF00168,11,0.019435713827022374,5.30904164579695e-07
