Protein family,Layer,Correlation,P value
PF10576,0,0.20285935700277932,0.0
PF10576,1,0.12688624473110763,0.0
PF10576,2,0.13217853701336701,0.0
PF10576,3,0.11305350444485578,0.0
PF10576,4,0.06574876272295502,8.59089655562805e-147
PF10576,5,0.029697329102106308,2.466946712851699e-31
PF10576,6,0.020960816153274303,2.07831146157252e-16
PF10576,7,0.013505267337115583,1.1949725313142155e-07
PF10576,8,0.008763808439987903,0.0005915685882723902
PF10576,9,0.00546738536334868,0.03209594714879954
PF10576,10,-0.0042399852092038885,0.09649911048480296
PF10576,11,-0.006123941036466568,0.016368760463200845
