Protein family,Layer,Correlation,P value
PF01951,0,0.1900224798178364,9.162518262333963e-297
PF01951,1,0.11279506731591273,1.1836700807447906e-104
PF01951,2,0.11201650920372619,3.1273036188240905e-103
PF01951,3,0.1307766772388527,2.632194978081816e-140
PF01951,4,0.10107223454492657,2.6411486850004586e-84
PF01951,5,0.07812169846417921,5.2838394523414096e-51
PF01951,6,0.06302006975127461,9.181959329969158e-34
PF01951,7,0.05921236404032571,5.35907488902815e-30
PF01951,8,0.055988507166262066,5.441489317982569e-27
PF01951,9,0.04358274306121635,5.685051640159872e-17
PF01951,10,0.031828514431458205,9.813392569804961e-10
PF01951,11,0.0389153750803607,7.759836189963936e-14
