Protein family,Layer,Correlation,P value
PF06427,0,0.06809195589878358,4.285245884066534e-26
PF06427,1,0.004998124088715182,0.438532458016234
PF06427,2,0.000344633183956228,0.9574009626061211
PF06427,3,0.09730885139236095,1.2327597640118065e-51
PF06427,4,0.12822586813121103,1.3186986361371065e-88
PF06427,5,0.13613152930578037,9.956747119643112e-100
PF06427,6,0.07659461521489468,1.3498904432972174e-32
PF06427,7,0.05966382556577336,2.1291610981983235e-20
PF06427,8,-0.004798262819911742,0.4570602155998723
PF06427,9,-0.03457612612464617,8.293523547696596e-08
PF06427,10,-0.0237422823490775,0.0002328856959888392
PF06427,11,0.017366804793205865,0.007104247877722333
