Protein family,Layer,Correlation,P value
PF14317,0,0.19590379757377166,3.3958743057915404e-171
PF14317,1,0.1360561270097431,9.16177878054345e-83
PF14317,2,0.10661598176771309,2.3690923217987492e-51
PF14317,3,0.0596329580497443,3.921999724140464e-17
PF14317,4,0.03418942718946142,1.422573606929632e-06
PF14317,5,0.05655590876436571,1.4601461158289011e-15
PF14317,6,0.05777537031977455,3.5610848434604053e-16
PF14317,7,0.036956090827586496,1.8655227221504247e-07
PF14317,8,0.016550689277897854,0.019613517290721628
PF14317,9,-0.007747097134036394,0.2747063558879972
PF14317,10,-0.04269073741274318,1.7252991933596351e-09
PF14317,11,-0.04771245024545572,1.6865656315917022e-11
