Protein family,Layer,Correlation,P value
PF13377,0,0.21262489654133315,1.030002257271312e-45
PF13377,1,0.1835723043969804,2.5457331869831555e-34
PF13377,2,0.14314917324574628,2.2219398137220757e-21
PF13377,3,0.09122429397613369,1.6228901826989972e-09
PF13377,4,0.06385014121278347,2.4735095777238655e-05
PF13377,5,0.026851881584994974,0.07638873883745712
PF13377,6,0.0021612644311800365,0.8866039803518017
PF13377,7,-0.02388038706997339,0.11505394075062825
PF13377,8,-0.026928427614239234,0.07555369955307244
PF13377,9,-0.03272585699106816,0.030783109745211545
PF13377,10,-0.04366497449921215,0.003946133583793777
PF13377,11,-0.03806316473267206,0.01199272686096626
