Protein family,Layer,Correlation,P value
PF04972,0,0.1849446591165897,3.8552689397828306e-146
PF04972,1,0.13143044947947724,3.904553156935693e-74
PF04972,2,0.11366735322851786,8.557468770877122e-56
PF04972,3,0.11341743341523257,1.4826116005102036e-55
PF04972,4,0.08710486975651091,2.1222242738447763e-33
PF04972,5,0.05534735262312932,2.1173696448590335e-14
PF04972,6,0.0377458526625701,1.8839083333335928e-07
PF04972,7,0.026456754871891648,0.0002607825399191367
PF04972,8,0.027264680348852988,0.0001679017170544247
PF04972,9,0.04484215097240887,5.981228313867404e-10
PF04972,10,0.05162882470956006,1.010533337098739e-12
PF04972,11,0.06360714265391038,1.5483223734674092e-18
