Protein family,Layer,Correlation,P value
PF12172,0,0.12444287540998801,3.390017045705745e-31
PF12172,1,0.11933852121514696,8.314700154459613e-29
PF12172,2,0.11673946195609732,1.2521076091816237e-27
PF12172,3,0.09556857667555453,5.243899741349643e-19
PF12172,4,0.04657008308320711,1.4726335657046231e-05
PF12172,5,0.01904990463409601,0.07646998217912065
PF12172,6,0.015994527972486954,0.1369167880392904
PF12172,7,0.015682383352866903,0.14474670518177635
PF12172,8,0.011508472555054074,0.28454338489671815
PF12172,9,0.00706119830897929,0.5114351178464129
PF12172,10,0.01136075205375138,0.29077120237739806
PF12172,11,-0.010842828555675024,0.31332632715909325
