Protein family,Layer,Correlation,P value
PF03463,0,0.06898875345222368,1.0219722802832578e-62
PF03463,1,0.0703248364015975,4.194021310379813e-65
PF03463,2,0.10569914545125147,4.171285863314427e-145
PF03463,3,0.0976093391483038,6.148440225386875e-124
PF03463,4,0.06032734400352287,2.347607102147532e-48
PF03463,5,0.030369148424296735,1.969173222251737e-13
PF03463,6,0.022730570332739976,3.7680582813373146e-08
PF03463,7,0.01753107031765833,2.2079294589670874e-05
PF03463,8,0.013427595184837748,0.0011558565998365136
PF03463,9,0.017360105844346416,2.653016280537837e-05
PF03463,10,0.021107715819461498,3.2467952940096206e-07
PF03463,11,0.026925844024278923,7.168124314578759e-11
