Protein family,Layer,Correlation,P value
PF13377,0,0.48031819812648885,2.655658986156954e-250
PF13377,1,0.5059421863301218,6.6215349514956274e-282
PF13377,2,0.4726863949875034,2.127070974979893e-241
PF13377,3,0.39782578751018377,3.878493925046165e-165
PF13377,4,0.33751972527472185,1.593827688971231e-116
PF13377,5,0.2813579991642069,4.556435800236736e-80
PF13377,6,0.26509643359322954,5.812811997992451e-71
PF13377,7,0.2833289832936969,3.2521558337376696e-81
PF13377,8,0.3002132136169111,2.0145675901960988e-91
PF13377,9,0.31158327624482285,1.0767342829343739e-98
PF13377,10,0.3193413256685841,7.62361005095434e-104
PF13377,11,0.3253337905246177,6.2817717106008416e-108
