Protein family,Layer,Correlation,P value
PF04972,0,0.2251898773208042,1.6672184278686153e-217
PF04972,1,0.15282702347974492,7.172854943530101e-100
PF04972,2,0.10441887797631044,2.5669180948104223e-47
PF04972,3,0.10843110473081617,6.629600872782748e-51
PF04972,4,0.11796751630816478,5.516544281230612e-60
PF04972,5,0.0854355188922037,3.427631028146223e-32
PF04972,6,0.031201880621577787,1.6576398896955515e-05
PF04972,7,0.01057346076390713,0.1445423772809827
PF04972,8,-0.004304208150751731,0.552549242843344
PF04972,9,0.008493205186288415,0.2411944391771163
PF04972,10,0.015001267892857162,0.0384377795148759
PF04972,11,0.0465224933270832,1.3347375369415445e-10
