Protein family,Layer,Correlation,P value
PF00168,0,0.3020279505781199,0.0
PF00168,1,0.24874474109750278,0.0
PF00168,2,0.21787728932576603,0.0
PF00168,3,0.1769773076166428,0.0
PF00168,4,0.11807871607825488,2.998796203044082e-205
PF00168,5,0.08563740963188379,1.464628532390571e-108
PF00168,6,0.05872182994419224,6.213322447487279e-52
PF00168,7,0.02818496538052739,3.515141484486776e-13
PF00168,8,0.021084545761432393,5.318633617992431e-08
PF00168,9,0.015771605836859392,4.716452321893616e-05
PF00168,10,0.021062926015978346,5.48777080852645e-08
PF00168,11,0.02057235893530724,1.1075525632586692e-07
