Protein family,Layer,Correlation,P value
PF00699,0,0.18977306768813745,0.0
PF00699,1,0.14691710061491192,0.0
PF00699,2,0.16872876500283027,0.0
PF00699,3,0.15455541476815715,0.0
PF00699,4,0.10689233069076275,5.208212290930098e-218
PF00699,5,0.07320939510106678,5.051838837100756e-103
PF00699,6,0.05685618611731059,8.056709752011027e-63
PF00699,7,0.0378877449710103,7.760755002931023e-29
PF00699,8,0.030235016958438984,6.056196750882317e-19
PF00699,9,0.01981732424510057,5.650661118447456e-09
PF00699,10,0.009758064503049668,0.004119049063387455
PF00699,11,0.000548727080216686,0.8718386620597094
