Protein family,Layer,Correlation,P value
PF04972,0,0.1994937985144736,3.4430251400414746e-170
PF04972,1,0.14755279521546394,3.740539870787491e-93
PF04972,2,0.1156960345795025,9.442356688757173e-58
PF04972,3,0.10211095456937035,2.5775152573560957e-45
PF04972,4,0.05978197114176391,1.4968572599907198e-16
PF04972,5,0.026192081465567722,0.0003004750687979153
PF04972,6,-0.0026675100031180294,0.7128039854635875
PF04972,7,-0.007310334711982195,0.3130832972236503
PF04972,8,0.0017982983467633566,0.8040190601820894
PF04972,9,0.007804870607595341,0.28147229231095683
PF04972,10,0.00668718718991335,0.35612104474304185
PF04972,11,0.02805899858407058,0.00010765835036982672
