Protein family,Layer,Correlation,P value
PF07498,0,0.10244407114582292,1.2483476081441911e-26
PF07498,1,0.11388234062037893,1.484662440695833e-32
PF07498,2,0.07947044019899832,1.262500512146684e-16
PF07498,3,0.08525827258832594,6.566245406862334e-19
PF07498,4,0.11933180723076552,1.33685793504782e-35
PF07498,5,0.10924554076436921,4.4620254974720155e-30
PF07498,6,0.0782309996403928,3.713037441919827e-16
PF07498,7,0.058667058545368425,1.022049971737077e-09
PF07498,8,0.0330416750607627,0.0005884662253250111
PF07498,9,0.05002695072965236,1.9351570741313306e-07
PF07498,10,0.07667095286266895,1.409649246325648e-15
PF07498,11,0.08691302321737356,1.3650790542201014e-19
