Protein family,Layer,Correlation,P value
PF10114,0,0.32011874901246024,0.0
PF10114,1,0.3617830796779716,0.0
PF10114,2,0.3148137032144762,0.0
PF10114,3,0.21688375247203837,0.0
PF10114,4,0.15554242159599185,1.6150334594870753e-204
PF10114,5,0.1062643351072497,6.60421341276309e-96
PF10114,6,0.06981750500347349,2.6340511386644845e-42
PF10114,7,0.05534281226426567,3.450649758320085e-27
PF10114,8,0.04969325796410399,3.1399085837372027e-22
PF10114,9,0.05027161086279071,1.0314359222905632e-22
PF10114,10,0.04759374031828559,1.6059309746018734e-20
PF10114,11,0.04758412286304317,1.6345104202194893e-20
