Protein family,Layer,Correlation,P value
PF00672,0,0.10757097679447511,9.075401203193258e-116
PF00672,1,0.10447840367199138,2.7734469075529826e-109
PF00672,2,0.13869379562384399,7.57907342763991e-192
PF00672,3,0.14329262496769918,8.977201622183696e-205
PF00672,4,0.14566444054228628,1.3033054813052951e-211
PF00672,5,0.1334627337583466,1.1275024942246527e-177
PF00672,6,0.11133696201365906,6.3096906656079925e-124
PF00672,7,0.08556083652776987,8.64432591374322e-74
PF00672,8,0.08543093112305791,1.4313907984439992e-73
PF00672,9,0.0853017965924656,2.3613092549939033e-73
PF00672,10,0.08011943881515594,6.668497957499899e-65
PF00672,11,0.08631537589882621,4.548840649275604e-75
