Protein family,Layer,Correlation,P value
PF13377,0,0.27445954718740084,3.962518014691729e-76
PF13377,1,0.2699094101445032,1.3628175866627876e-73
PF13377,2,0.2229434295250582,3.39973106824441e-50
PF13377,3,0.19035539378392854,8.041094645525722e-37
PF13377,4,0.1563538445880827,3.048406891689144e-25
PF13377,5,0.1332914607864602,1.008568944626076e-18
PF13377,6,0.09913177473657776,5.491016219615494e-11
PF13377,7,0.07314231571348803,1.3484210613999587e-06
PF13377,8,0.055837829382161794,0.00022681023355047557
PF13377,9,0.054669918713234386,0.0003063401196927538
PF13377,10,0.04963703249602499,0.0010487030644218932
PF13377,11,0.07666525650134265,4.064507515991302e-07
