Protein family,Layer,Correlation,P value
PF10114,0,0.38475999378917725,0.0
PF10114,1,0.43350223889807116,0.0
PF10114,2,0.4216837980896579,0.0
PF10114,3,0.4160494440847441,0.0
PF10114,4,0.40104785358630407,0.0
PF10114,5,0.2976730472581659,0.0
PF10114,6,0.12146796778437866,6.272896669784305e-125
PF10114,7,0.03526087502378015,6.079108464275915e-12
PF10114,8,0.016653015436221826,0.0011644149251370665
PF10114,9,0.032077384717236535,3.9372749435413604e-10
PF10114,10,0.05480693555915909,1.0737376936595344e-26
PF10114,11,0.08551957513848032,1.1777077691267533e-62
