Protein family,Layer,Correlation,P value
PF01951,0,0.09649053234890705,5.737351165024093e-77
PF01951,1,-0.00042759315787174864,0.9345710846678232
PF01951,2,0.016365186129805538,0.0016767223053283248
PF01951,3,0.09493681087262174,1.4738888662981086e-74
PF01951,4,0.09699303617260333,9.351266637420581e-78
PF01951,5,0.11739252908637547,2.9594700358918073e-113
PF01951,6,0.11182147176748883,7.076300410334109e-103
PF01951,7,0.10915778163914762,4.266476097187759e-98
PF01951,8,0.07742387559088305,3.9896244841505155e-50
PF01951,9,0.09348090437250792,2.457977838842599e-72
PF01951,10,0.10566353719447022,5.281423273836014e-92
PF01951,11,0.10027105085026673,5.366337504303824e-83
