Protein family,Layer,Correlation,P value
PF03147,0,0.11121464939194846,9.29635422425096e-27
PF03147,1,0.13465969055874571,1.4931400684474518e-38
PF03147,2,0.04654720323369125,7.809229792878693e-06
PF03147,3,0.06820394796643815,5.5894631779818e-11
PF03147,4,0.09788661815006855,4.577273248290901e-21
PF03147,5,0.10766761281411809,3.5839749249626015e-25
PF03147,6,0.06459993520556086,5.392442592053564e-10
PF03147,7,0.005601068615859772,0.5908298431303246
PF03147,8,-0.04884532917628708,2.714536743168882e-06
PF03147,9,0.02333651502633988,0.025071023273348068
PF03147,10,0.07387469046105609,1.2411591865439818e-12
PF03147,11,0.15146865201065263,1.990149484617711e-48
