Protein family,Layer,Correlation,P value
PF13466,0,0.34169879154942334,1.1830150744751373e-80
PF13466,1,0.37352332154619383,3.265767050391097e-97
PF13466,2,0.38690805123295346,9.32138844412947e-105
PF13466,3,0.30636041893000254,2.0789988214396632e-64
PF13466,4,0.27391739310242197,2.3861537773768471e-51
PF13466,5,0.243732157751263,1.0662447500403981e-40
PF13466,6,0.21580177558997807,4.5303995258484577e-32
PF13466,7,0.23287447099269934,3.3048525847458396e-37
PF13466,8,0.26551008220226147,3.0619279323408056e-48
PF13466,9,0.3332619054156137,1.4136976795477928e-76
PF13466,10,0.37673101927171154,5.47127813357199e-99
PF13466,11,0.42266299951654823,1.0357917847840417e-126
